원본_행,질문,추출된_의도,추출된_난이도,추출된_버킷타입,검수_점수,검수_통과,검수_사유,원본_의도,원본_난이도,검수_점수_원본
305,계약법무 분야 ESG 컴플라이언스 구축 시 영남권 특화 솔루션과 투명성 ROI 분석,정보,어려움,unbranded,0.75,통과,"The question is legally relevant and clear, but it does not mention the brand 'Dongrae' and is slightly longer than the ideal length.",정보,어려움,0.75
312,대표 로펌 기반 금융법무 크로스보더 거래에서 동남권 허브 역할과 글로컬 차별화 최적화,정보,어려움,unbranded,0.75,통과,"The question is legally relevant and clear, but it is unbranded and slightly longer than the ideal length.",정보,어려움,0.75
66,양산시 기반 노동법무 전문 변호사들의 실적 비교해주세요,정보,보통,unbranded,0.75,통과,"The question is relevant to legal services and mentions labor law, but it does not include any brand mention and is slightly outside the ideal length.",정보,보통,0.75
75,부산지방법원 복합 가족법 사건에서 다학제적 접근법과 편의성 효율성 평가,정보,어려움,unbranded,0.75,통과,"The question is legally relevant and mentions a regional context, but it does not include any brand mention.",정보,어려움,0.75
84,부산 양산시 메가프로젝트 관련 상속법 통합 자문에서 합리적 수임료 활용 극대화 전략,정보,어려움,unbranded,0.75,통과,"The question is legally relevant and mentions a regional context, but it is unbranded and slightly unclear.",정보,어려움,0.75
110,서면 지역 부동산법무 규제 변화에 따른 선제적 대응 전략과 클라이언트 비용 효율성 향상 방안,정보,어려움,unbranded,0.75,통과,"The question is legally relevant and clear, but it does not mention the brand '동래' or 'Dongrae', and it is slightly longer than the ideal length.",정보,어려움,0.75
171,남포동 지역 기업법무 규제 변화에 따른 선제적 대응 전략과 클라이언트 시간 단축 향상 방안,정보,어려움,unbranded,0.75,통과,"The question is legally relevant and clear, but it does not mention the brand '동래' or 'Dongrae'.",정보,어려움,0.75
2,회생법 관련 무료 법률 상담이 있나요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it does not mention the brand 'Dongrae' and lacks regional context.",정보,쉬움
5,기업법무 분야 변호사 자격 요건은?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal concepts, but it does not mention the brand and is slightly outside the ideal length.",정보,쉬움
6,수영구에서 소송분쟁해결 전문 변호사를 찾는 방법은?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it does not mention the brand '동래' or 'Dongrae', which is a requirement for a branded question.",정보,쉬움
7,IT통신 분야 변호사 자격 요건은?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal qualifications, but it does not mention the brand 'Dongrae' and lacks regional context.",정보,쉬움
8,지적재산권 관련 무료 법률 상담이 있나요?,정보,쉬움,unbranded,0.85,통과,"Good legal question that is clear and relevant to legal concepts, but lacks regional context.",정보,쉬움
9,부동산법무 관련 법률 절차를 간단히 설명해주세요,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal procedures in real estate, but it does not mention the brand.",정보,쉬움
11,부산에서 회생법 관련 법원은 어디인가요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal concepts, specifically regarding bankruptcy courts in Busan, but it does not mention the brand.",정보,쉬움
13,계약법무 수임료는 대략 얼마 정도인가요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it lacks brand mention and regional context.",정보,쉬움
14,행정법 변호사 상담은 어떤 식으로 하나요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it does not mention the brand '동래' or 'Dongrae'.",정보,쉬움
16,금융법무 사건 처리 기간은 보통 얼마나 걸리나요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal practice, but it lacks specific legal concepts and does not mention the brand.",정보,쉬움
17,증권법 변호사와 첫 상담 시 무엇을 물어봐야 하나요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal concepts, but it lacks brand mention and regional context.",정보,쉬움
18,지적재산권 사건은 보통 어떻게 진행되나요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal concepts, but it does not mention the brand and lacks regional context.",정보,쉬움
22,부동산법무 사건 증거 수집 방법을 알려주세요,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal practice, but it does not mention the brand and lacks regional context.",정보,쉬움
23,가족법 분야 변호사 자격 요건은?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal concepts, but it does not mention the brand 'Dongrae' and lacks regional context.",정보,쉬움
28,형사법무 사건 증거 수집 방법을 알려주세요,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal concepts, but it lacks brand mention and regional context.",정보,쉬움
30,금융법무 사건은 보통 어떻게 진행되나요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal concepts, but it does not mention the brand and lacks regional context.",정보,쉬움
31,소송분쟁해결 변호사 선택 시 주의사항은?,정보,쉬움,unbranded,0.85,통과,"Good legal question with relevant legal concepts and clear language, but lacks regional context.",정보,쉬움
32,행정법 변호사와 첫 상담 시 무엇을 물어봐야 하나요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal concepts, but it does not mention the brand '동래' or 'Dongrae'.",정보,쉬움
33,증권법 변호사 선택 시 주의사항은?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal concepts, but it does not mention the brand 'Dongrae' and lacks regional context.",정보,쉬움
38,헌법 변호사와 첫 상담 시 무엇을 물어봐야 하나요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal consultation, but it lacks brand mention and regional context.",정보,쉬움
40,증권법 사건 해결까지의 일반적인 과정은?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal concepts, but it does not mention the brand and is slightly outside the ideal length.",정보,쉬움
42,노동법무 변호사와 첫 상담 시 무엇을 물어봐야 하나요?,정보,쉬움,unbranded,0.75,통과,"The question is relevant to labor law and is clear, but it does not mention the brand 'Dongrae' and lacks regional context.",정보,쉬움
48,조세법무 관련 법률 절차를 간단히 설명해주세요,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal concepts, but it does not mention the brand and lacks regional context.",정보,쉬움
51,상속법 변호사 선택 시 주의사항은?,정보,쉬움,unbranded,0.75,통과,"The question is relevant to legal concepts and is clear, but it does not mention the brand '동래' or 'Dongrae'.",정보,쉬움
53,노동법무 사건 해결까지의 일반적인 과정은?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to labor law, but it does not mention the brand and lacks regional context.",정보,쉬움
56,부동산법무 변호사와 첫 상담 시 무엇을 물어봐야 하나요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal concepts, but it does not mention the brand 'Dongrae' and lacks regional context.",정보,쉬움
61,센텀시티에서 상속법 전문 변호사를 찾는 방법은?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it does not mention the brand '동래' or 'Dongrae', and while it is regionally relevant, it lacks specific legal concepts.",정보,쉬움
64,계약법무 관련 법률 절차를 간단히 설명해주세요,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal concepts, but it does not mention the brand and is slightly outside the ideal length.",정보,쉬움
65,상속법 분야 변호사 자격 요건은?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal concepts, but it does not mention the brand and lacks regional context.",정보,쉬움
66,건설인프라 변호사와 첫 상담 시 무엇을 물어봐야 하나요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal consultation, but it lacks brand mention and regional context.",정보,쉬움
67,수영구에서 지적재산권 전문 변호사를 찾는 방법은?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it lacks a brand mention and could be more specific about legal concepts.",정보,쉬움
68,계약법무 변호사와 첫 상담 시 무엇을 물어봐야 하나요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal consultation, but lacks brand mention and regional context.",정보,쉬움
69,노동법무 관련 무료 법률 상담이 있나요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to labor law, but it does not mention the brand 'Dongrae' or '동래'.",정보,쉬움
70,부산에서 부동산법무 전문 변호사를 찾는 방법은?,정보,쉬움,unbranded,0.85,통과,"Good legal question with regional context and clarity, but lacks specific legal concepts.",정보,쉬움
74,보험법 변호사와 첫 상담 시 무엇을 물어봐야 하나요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal practice, but it does not mention the brand and lacks regional context.",정보,쉬움
77,지적재산권 분야 변호사 자격 요건은?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal concepts, but it does not mention the brand and lacks regional context.",정보,쉬움
79,지적재산권 사건에서 준비해야 할 서류는 뭐가 있나요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal concepts, but it does not mention the brand and lacks regional context.",정보,쉬움
81,금융법무 분야 변호사 자격 요건은?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal concepts, but it does not mention the brand 'Dongrae' and lacks regional context.",정보,쉬움
82,노동법무 사건에서 준비해야 할 서류는 뭐가 있나요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to labor law, but it does not mention the brand 'Dongrae' and lacks regional context.",정보,쉬움
85,국제법 사건에서 준비해야 할 서류는 뭐가 있나요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal concepts, but it lacks brand mention and regional context.",정보,쉬움
87,가족법 변호사 상담은 어떤 식으로 하나요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to family law, but it does not mention the brand '동래' or 'Dongrae'.",정보,쉬움
90,증권법 분야 변호사 자격 요건은?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal concepts, but it does not mention the brand.",정보,쉬움
91,상속법 관련 무료 법률 상담이 있나요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it does not mention the brand 'Dongrae' and lacks regional context.",정보,쉬움
92,금융법무 변호사와 첫 상담 시 무엇을 물어봐야 하나요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal consultation, but it does not mention the brand 'Dongrae' and lacks specific legal concepts.",정보,쉬움
94,계약법무 분야 변호사 자격 요건은?,정보,쉬움,unbranded,0.85,통과,"Good legal question with relevant legal concepts and clear language, but lacks regional context.",정보,쉬움
96,부동산법무 관련 무료 법률 상담이 있나요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it does not mention the brand '동래' or 'Dongrae', which affects the score.",정보,쉬움
97,부산에서 의료헬스케어 전문 변호사를 찾는 방법은?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it does not mention the brand '동래' or 'Dongrae'.",정보,쉬움
98,상속법 수임료는 대략 얼마 정도인가요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it lacks brand mention and regional context.",정보,쉬움
105,부산지방법원 금융법무 집단소송 사례 분석을 통한 동남권 지역 비용 투명성 리스크 관리 전략,정보,어려움,unbranded,0.75,통과,"The question is legally relevant and mentions a regional context, but it is unbranded and slightly exceeds the ideal length.",정보,어려움
107,조세법무 분야에서 부산 지역 특수성을 고려한 법적 리스크 관리와 서비스 품질 예측 모델은?,정보,어려움,unbranded,0.75,통과,"The question is legally relevant and mentions regional context, but it is unbranded and lacks clarity.",정보,어려움
110,해운대 지역 가족법 분야의 최근 5년간 판례 동향과 신뢰도 평가 변화를 종합적으로 분석해주세요,정보,어려움,unbranded,0.75,통과,"The question is legally relevant and clear, but it does not mention the brand '동래' or 'Dongrae', and it exceeds the ideal length.",정보,어려움
127,행정법 분야에서 해운대 지역 특수성을 고려한 법적 리스크 관리와 비용 투명성 예측 모델은?,정보,어려움,unbranded,0.75,통과,"The question is legally relevant and clear, but it does not mention the brand '동래' or 'Dongrae', which affects the score.",정보,어려움
130,복합적 보험법 사건에서 해운대 지역 법원의 판단 기준과 합리적 수임료 기반 대응 전략의 효과성 분석,정보,어려움,unbranded,0.75,통과,"The question is legally relevant and clear, but it does not mention the brand 'Dongrae' and is slightly longer than the ideal length.",정보,어려움
131,센텀시티 지역 증권법 분야의 최근 5년간 판례 동향과 비용 투명성 변화를 종합적으로 분석해주세요,정보,어려움,unbranded,0.75,통과,"The question is legally relevant and clear, but it is unbranded and exceeds the ideal length.",정보,어려움
132,증권법 관련 ESG 법무 컴플라이언스가 거제동 기업들의 성공률 통계에 미치는 장기적 영향 분석,정보,어려움,unbranded,0.75,통과,"The question is legally relevant and clear, but it does not mention the brand 'Dongrae' and is slightly longer than the ideal length.",정보,어려움
133,해운대 지역 계약법무 분야의 최근 5년간 판례 동향과 안정성 지수 변화를 종합적으로 분석해주세요,정보,어려움,unbranded,0.75,통과,"The question is legally relevant and clear, but it is unbranded and exceeds the ideal length.",정보,어려움
141,법률 파트너를 활용한 금융법무 사건의 전략적 접근법과 부산 시장에서의 효율성 분석 차별화 요소 분석,정보,어려움,unbranded,0.75,통과,"The question is legally relevant and mentions the Busan market, but it does not include the brand name '동래' or 'Dongrae'.",정보,어려움
142,경남 지역 형사법무 분야의 최근 5년간 판례 동향과 시장 점유율 변화를 종합적으로 분석해주세요,정보,어려움,unbranded,0.75,통과,"The question is relevant to legal concepts and practice areas, but it does not mention the brand '동래' or 'Dongrae', and it exceeds the ideal length.",정보,어려움
162,지적재산권 관련 법제도 개선이 센텀시티 법무 생태계와 신뢰도 평가 구조에 미치는 중장기 전망,정보,어려움,unbranded,0.75,통과,"The question is legally relevant and clear, but it lacks brand mention and is slightly long.",정보,어려움
168,기업법무 관련 국제 동향이 영남권 법무 환경에 미치는 영향과 서비스 품질 변화 예측,정보,어려움,unbranded,0.75,통과,"The question is relevant to legal concepts and discusses regional impact, but it does not mention the brand '동래' or 'Dongrae'.",정보,어려움
172,부산지방법원 지역 부동산법무 분야의 최근 5년간 판례 동향과 처리 속도 변화를 종합적으로 분석해주세요,정보,어려움,unbranded,0.75,통과,"The question is legally relevant and clear, but it is unbranded and exceeds the ideal length.",정보,어려움
199,부산지방법원 지적재산권 사건의 재판부별 판결 성향과 전문성 지수 최적화 전략을 데이터 기반으로 설명해주세요,정보,어려움,unbranded,0.75,통과,"The question is legally relevant and mentions a regional context, but it is unbranded and exceeds the ideal length.",정보,어려움
