question,intent,difficulty,domain,lang,original_index,practice_area,region,firm_name,eval_pass,eval_score,eval_reason,eval_timestamp,eval_raw
(부울경)에서 (금융법무) 전문 변호사의 (총비용)와 (법원행정처) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,508,금융법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:24.219677,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(울산)에서 (조세법무) 전문 변호사의 (브랜드인지도)와 (부산변협) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,509,조세법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:25.471724,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(최근5년) 기준 (부울경) (노동법무) 분야의 (브랜드인지도)를 알려줘.,정보조회,보통,동래,KO,510,노동법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:26.749098,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(노동법무) 관련 (승소율) 통계를 (최근3년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,511,노동법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:27.974169,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(환경법무) 관련 (변호사인원) 통계를 (최근5년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,512,환경법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:29.201918,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(양산)에서 (지적재산권) 전문 변호사의 (총비용)와 (대한변협) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,513,지적재산권,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:30.445126,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 (지적재산권) 사건의 (착수금)와 서비스 내용을 상담받고 싶습니다.,거래상담,보통,동래,KO,514,지적재산권,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:31.695205,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(지적재산권) 관련 (서비스품질) 통계를 (최근5년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,515,지적재산권,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:32.969013,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(울산) (금융법무) 변호사 (시장점유율)가 보통 얼마인가요?,정보조회,쉬움,동래,KO,516,금융법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:34.233031,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(기업법무) 관련 (시간당비용) 통계를 (2019-2023년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,517,기업법무,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:35.504604,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(형사법무) 관련 (브랜드인지도) 통계를 (최근5년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,518,형사법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:36.774499,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2024년) 기준 (부산해운대) (형사법무) 분야의 (사건처리속도)를 알려줘.,정보조회,보통,동래,KO,519,형사법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:38.017414,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부산)에서 (금융법무) 전문 변호사의 (법적정확성)와 (부산지법) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,520,금융법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:39.249188,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(최근5년) 기준 (부산연제구) (의료헬스케어법무) 분야의 (해결율)를 알려줘.,정보조회,보통,동래,KO,521,의료헬스케어법무,부산연제구,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:40.680197,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(최근3년) 기준 (김해) (형사법무) 변호사 (법적정확성) 평균은?,거래상담,보통,동래,KO,522,형사법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:41.899669,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2024년) 기준 (부산서면) (형사법무) 분야의 (법적정확성)를 알려줘.,정보조회,보통,동래,KO,523,형사법무,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:43.165356,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(김해)에서 (환경법무) 전문 변호사의 (착수금)와 (법원행정처) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,524,환경법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:44.416222,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(금융법무) 관련 (법적정확성) 통계를 (2024년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,525,금융법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:45.643339,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(팬데믹이후) 기준 (양산) (지적재산권) 변호사 (시간당비용) 평균은?,거래상담,보통,동래,KO,526,지적재산권,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:46.885393,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2019-2023년) 기준 (경남) (지적재산권) 분야의 (시간당비용)를 알려줘.,정보조회,보통,동래,KO,527,지적재산권,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:48.151714,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부동산법무) 관련 (파트너수) 통계를 (팬데믹이후) 기간으로 정리해주세요.,정보조회,보통,동래,KO,528,부동산법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:49.395956,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(경남)에서 (기업법무) 전문 변호사의 (법적정확성)와 (대법원) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,529,기업법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:50.637288,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(환경법무) 사건의 (승소율) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,거래상담,보통,동래,KO,530,환경법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:51.914502,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(환경법무) 관련 (변호사인원) 통계를 (2025년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,531,환경법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:53.140827,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(환경법무) 관련 (시장점유율) 통계를 (2025년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,532,환경법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:54.391804,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2025년) 기준 (경남) (계약법무) 분야의 (성공보수)를 알려줘.,정보조회,보통,동래,KO,533,계약법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:55.626131,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(의료헬스케어법무) 사건의 (브랜드인지도) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,거래상담,보통,동래,KO,534,의료헬스케어법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:56.865792,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2025년) 기준 (경남) (의료헬스케어법무) 분야의 (성공보수)를 알려줘.,정보조회,보통,동래,KO,535,의료헬스케어법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:58.108459,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(금융법무) 관련 (고객만족도) 통계를 (팬데믹이후) 기간으로 정리해주세요.,정보조회,보통,동래,KO,536,금융법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:37:59.324268,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부울경)에서 (개인정보보호) 전문 변호사의 (착수금)와 (법원행정처) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,537,개인정보보호,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:38:00.550893,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(최근3년) 기준 (울산) (기업법무) 변호사 (착수금) 평균은?,거래상담,보통,동래,KO,538,기업법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:38:01.785830,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(10년추세) 기준 (울산) (기업법무) 분야의 (브랜드인지도)를 알려줘.,정보조회,보통,동래,KO,539,기업법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:38:03.021297,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(최근5년) 기준 (울산) (형사법무) 분야의 (전문인력)를 알려줘.,정보조회,보통,동래,KO,540,형사법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:38:04.306400,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(최근5년) 기준 (양산) (건설인프라법무) 분야의 (승소율)를 알려줘.,정보조회,보통,동래,KO,541,건설인프라법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:38:05.561365,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(조세법무) 관련 (전문인력) 통계를 (최근5년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,542,조세법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:38:06.791737,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(양산)에서 (조세법무) 전문 변호사의 (총비용)와 (KISDI) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,543,조세법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:38:08.023126,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(IT통신법무) 관련 (전문성) 통계를 (최근3년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,544,IT통신법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:38:09.253244,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(김해)에서 (건설인프라법무) 전문 변호사의 (파트너수)와 (부산지방법원) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,545,건설인프라법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:38:10.486476,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2024년) 기준 (부산) (조세법무) 변호사 (변호사인원) 평균은?,거래상담,보통,동래,KO,546,조세법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:38:12.044772,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2024년) 기준 (창원) (조세법무) 분야의 (성공보수)를 알려줘.,정보조회,보통,동래,KO,547,조세법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:38:13.258489,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부산)에서 (의료헬스케어법무) 전문 변호사의 (브랜드인지도)와 (대법원) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,548,의료헬스케어법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:38:14.516279,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부산해운대)에서 (노동법무) 전문 변호사의 (지원인력)와 (법원행정처) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,549,노동법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:38:15.806850,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(건설인프라법무) 관련 (서비스품질) 통계를 (최근5년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,550,건설인프라법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:38:17.019804,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부산연제구)에서 (건설인프라법무) 전문 변호사의 (시설규모)와 (KISDI) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,551,건설인프라법무,부산연제구,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:38:18.294435,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(소송및분쟁해결) 관련 (브랜드인지도) 통계를 (2019-2023년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,552,소송및분쟁해결,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:38:19.564593,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2025년) 기준 (부산해운대) (조세법무) 분야의 (서비스품질)를 알려줘.,정보조회,보통,동래,KO,553,조세법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:38:20.832580,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 (부동산법무) 사건의 (시장점유율)와 서비스 내용을 상담받고 싶습니다.,거래상담,보통,동래,KO,554,부동산법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:38:22.171426,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(최근3년) 기준 (부울경) (부동산법무) 변호사 (해결율) 평균은?,거래상담,보통,동래,KO,555,부동산법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:38:23.399141,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2019-2023년) 기준 (양산) (지적재산권) 변호사 (지원인력) 평균은?,거래상담,보통,동래,KO,556,지적재산권,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:38:24.646562,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(지적재산권) 사건의 (고객만족도) 기준과 (김해) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,거래상담,보통,동래,KO,557,지적재산권,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:38:25.898123,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(최근5년) 기준 (부산) (IT통신법무) 변호사 (전문성) 평균은?,거래상담,보통,동래,KO,558,IT통신법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:38:27.138131,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부울경)에서 (IT통신법무) 전문 변호사의 (변호사인원)와 (법무부통계) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,559,IT통신법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:38:28.386444,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2024년) 기준 (부산) (개인정보보호) 분야의 (승소율)를 알려줘.,정보조회,보통,동래,KO,560,개인정보보호,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:38:29.640433,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
