prompt,query,sample_id,template_used,extracted_keywords_practice_area,extracted_keywords_region,extracted_keywords_metric,extracted_keywords_intent,extracted_keywords_difficulty,final_parameters_practice_area,final_parameters_metric,final_parameters_region,final_parameters_time_span,final_parameters_source_hint,final_parameters_language_ratio,final_parameters_intent,final_parameters_difficulty,brand_info_name,brand_info_english_name,brand_info_website,brand_info_location,brand_info_phone,brand_info_established,brand_info_experience,brand_info_specialties,brand_info_slogan,brand_info_target_regions
부산연제구 의료헬스케어법무 관련 고객만족도 정보를 알려주세요,노동법 위반 신고하고 싶어요 법무법인 동래에서,clean_prompt_0402,부산연제구 의료헬스케어법무 관련 고객만족도 정보를 알려주세요,,,,정보조회,보통,의료헬스케어법무,고객만족도,부산연제구,2024년,부산지방법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 조세법무 관련 시장점유율 정보를 알려주세요,신속하게 부산해운대에서 조세법무 계약 분쟁이 발생했어요 상담받고 싶어요,clean_prompt_0403,부산 조세법무 관련 시장점유율 정보를 알려주세요,조세법무,부산,,거래상담,보통,조세법무,시장점유율,부산,2019-2023년,부산지방법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 조세법무 관련 전문인력 정보를 알려주세요,조세법무 전문가 계약 분쟁이 발생했어요,clean_prompt_0404,창원 조세법무 관련 전문인력 정보를 알려주세요,조세법무,,,정보조회,보통,조세법무,전문인력,창원,2019-2023년,대한변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 기업법무 관련 고객만족도 정보를 알려주세요,부산해운대 지역 계약 분쟁이 발생했어요,clean_prompt_0405,부산 기업법무 관련 고객만족도 정보를 알려주세요,,부산,,정보조회,보통,기업법무,고객만족도,부산,2019-2023년,KISDI,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부울경 환경법무 관련 시간당비용 정보를 알려주세요,계약 분쟁이 발생했어요 법무법인 동래에서,clean_prompt_0406,부울경 환경법무 관련 시간당비용 정보를 알려주세요,,,,정보조회,보통,환경법무,시간당비용,부울경,10년추세,법률신문,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 건설인프라법무 관련 전문인력 정보를 알려주세요,창원에서 건설인프라법무 노동법 위반 신고하고 싶어요 상담받고 싶어요,clean_prompt_0407,창원 건설인프라법무 관련 전문인력 정보를 알려주세요,건설인프라법무,창원,,거래상담,보통,건설인프라법무,전문인력,창원,10년추세,부산법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
울산 건설인프라법무 관련 변호사인원 정보를 알려주세요,건설인프라법무 전문가 노동법 위반 신고하고 싶어요,clean_prompt_0408,울산 건설인프라법무 관련 변호사인원 정보를 알려주세요,건설인프라법무,,,정보조회,보통,건설인프라법무,변호사인원,울산,2024년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 계약법무 관련 수임료 정보를 알려주세요,창원 지역 노동법 위반 신고하고 싶어요,clean_prompt_0409,창원 계약법무 관련 수임료 정보를 알려주세요,,창원,,정보조회,보통,계약법무,수임료,창원,2025년,대법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
양산 기업법무 관련 전문성 정보를 알려주세요,노동법 위반 신고하고 싶어요 법무법인 동래에서,clean_prompt_0410,양산 기업법무 관련 전문성 정보를 알려주세요,,,,정보조회,보통,기업법무,전문성,양산,팬데믹이후,부산지방법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 건설인프라법무 관련 변호사인원 정보를 알려주세요,부산서면에서 건설인프라법무 계약 분쟁이 발생했어요 알려주세요,clean_prompt_0411,부산 건설인프라법무 관련 변호사인원 정보를 알려주세요,건설인프라법무,부산,,정보조회,보통,건설인프라법무,변호사인원,부산,2025년,법원행정처,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
경남 건설인프라법무 관련 변호사인원 정보를 알려주세요,건설인프라법무 전문가 계약 분쟁이 발생했어요,clean_prompt_0412,경남 건설인프라법무 관련 변호사인원 정보를 알려주세요,건설인프라법무,,,정보조회,보통,건설인프라법무,변호사인원,경남,최근5년,부산지방법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 노동법무 관련 수임료 정보를 알려주세요,부산서면 지역 계약 분쟁이 발생했어요,clean_prompt_0413,부산 노동법무 관련 수임료 정보를 알려주세요,,부산,,정보조회,보통,노동법무,수임료,부산,팬데믹이후,부산변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 계약법무 관련 시설규모 정보를 알려주세요,계약 분쟁이 발생했어요 법무법인 동래에서,clean_prompt_0414,창원 계약법무 관련 시설규모 정보를 알려주세요,,,,정보조회,보통,계약법무,시설규모,창원,2019-2023년,KISDI,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 형사법무 관련 승소율 정보를 알려주세요,신속하게 부산해운대에서 형사법무 이혼 절차와 비용이 궁금합니다 도움주세요,clean_prompt_0415,부산 형사법무 관련 승소율 정보를 알려주세요,형사법무,부산,,거래상담,보통,형사법무,승소율,부산,최근3년,대한변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산서면 형사법무 관련 시설규모 정보를 알려주세요,형사법무 전문가 이혼 절차와 비용이 궁금합니다,clean_prompt_0416,부산서면 형사법무 관련 시설규모 정보를 알려주세요,형사법무,,,정보조회,보통,형사법무,시설규모,부산서면,2019-2023년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 계약법무 관련 총비용 정보를 알려주세요,부산해운대 지역 이혼 절차와 비용이 궁금합니다,clean_prompt_0417,부산 계약법무 관련 총비용 정보를 알려주세요,,부산,,정보조회,보통,계약법무,총비용,부산,2025년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
양산 환경법무 관련 총비용 정보를 알려주세요,이혼 절차와 비용이 궁금합니다 법무법인 동래에서,clean_prompt_0418,양산 환경법무 관련 총비용 정보를 알려주세요,,,,정보조회,보통,환경법무,총비용,양산,팬데믹이후,부산변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 의료헬스케어법무 관련 착수금 정보를 알려주세요,신속하게 부산에서 의료헬스케어법무 이혼 절차와 비용이 궁금합니다 상담받고 싶어요,clean_prompt_0419,부산 의료헬스케어법무 관련 착수금 정보를 알려주세요,의료헬스케어법무,부산,,거래상담,보통,의료헬스케어법무,착수금,부산,팬데믹이후,부산지법,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
경남 의료헬스케어법무 관련 시간당비용 정보를 알려주세요,의료헬스케어법무 전문가 이혼 절차와 비용이 궁금합니다,clean_prompt_0420,경남 의료헬스케어법무 관련 시간당비용 정보를 알려주세요,의료헬스케어법무,,,정보조회,보통,의료헬스케어법무,시간당비용,경남,2024년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 환경법무 관련 지원인력 정보를 알려주세요,부산 지역 이혼 절차와 비용이 궁금합니다,clean_prompt_0421,부산 환경법무 관련 지원인력 정보를 알려주세요,,부산,,정보조회,보통,환경법무,지원인력,부산,팬데믹이후,부산변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산연제구 소송및분쟁해결 관련 전문성 정보를 알려주세요,이혼 절차와 비용이 궁금합니다 법무법인 동래에서,clean_prompt_0422,부산연제구 소송및분쟁해결 관련 전문성 정보를 알려주세요,,,,정보조회,보통,소송및분쟁해결,전문성,부산연제구,2024년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 조세법무 관련 수임료 정보를 알려주세요,급하게 창원에서 조세법무 임금체불 문제를 해결하고 싶어요 상담받고 싶어요,clean_prompt_0423,창원 조세법무 관련 수임료 정보를 알려주세요,조세법무,창원,,거래상담,보통,조세법무,수임료,창원,10년추세,부산지방법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
김해 조세법무 관련 서비스품질 정보를 알려주세요,조세법무 전문가 임금체불 문제를 해결하고 싶어요,clean_prompt_0424,김해 조세법무 관련 서비스품질 정보를 알려주세요,조세법무,,,정보조회,보통,조세법무,서비스품질,김해,2025년,부산지방법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 지적재산권 관련 승소율 정보를 알려주세요,창원 지역 임금체불 문제를 해결하고 싶어요,clean_prompt_0425,창원 지적재산권 관련 승소율 정보를 알려주세요,,창원,,정보조회,보통,지적재산권,승소율,창원,10년추세,대법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산해운대 계약법무 관련 시간당비용 정보를 알려주세요,임금체불 문제를 해결하고 싶어요 법무법인 동래에서,clean_prompt_0426,부산해운대 계약법무 관련 시간당비용 정보를 알려주세요,,,,정보조회,보통,계약법무,시간당비용,부산해운대,2019-2023년,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
울산 건설인프라법무 관련 시설규모 정보를 알려주세요,전문적으로 울산에서 건설인프라법무 회사 설립 관련 법무 서비스가 필요해요 문의드려요,clean_prompt_0427,울산 건설인프라법무 관련 시설규모 정보를 알려주세요,건설인프라법무,울산,,거래상담,보통,건설인프라법무,시설규모,울산,최근3년,법원행정처,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산연제구 건설인프라법무 관련 브랜드인지도 정보를 알려주세요,건설인프라법무 전문가 회사 설립 관련 법무 서비스가 필요해요,clean_prompt_0428,부산연제구 건설인프라법무 관련 브랜드인지도 정보를 알려주세요,건설인프라법무,,,정보조회,보통,건설인프라법무,브랜드인지도,부산연제구,10년추세,대한변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
울산 부동산법무 관련 시간당비용 정보를 알려주세요,울산 지역 회사 설립 관련 법무 서비스가 필요해요,clean_prompt_0429,울산 부동산법무 관련 시간당비용 정보를 알려주세요,,울산,,정보조회,보통,부동산법무,시간당비용,울산,최근3년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
양산 의료헬스케어법무 관련 고객만족도 정보를 알려주세요,회사 설립 관련 법무 서비스가 필요해요 법무법인 동래에서,clean_prompt_0430,양산 의료헬스케어법무 관련 고객만족도 정보를 알려주세요,,,,정보조회,보통,의료헬스케어법무,고객만족도,양산,2024년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 지적재산권 관련 총비용 정보를 알려주세요,전문적으로 창원에서 지적재산권 임금체불 문제를 해결하고 싶어요 상담받고 싶어요,clean_prompt_0431,창원 지적재산권 관련 총비용 정보를 알려주세요,지적재산권,창원,,거래상담,보통,지적재산권,총비용,창원,10년추세,부산변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
김해 지적재산권 관련 변호사인원 정보를 알려주세요,지적재산권 전문가 임금체불 문제를 해결하고 싶어요,clean_prompt_0432,김해 지적재산권 관련 변호사인원 정보를 알려주세요,지적재산권,,,정보조회,보통,지적재산권,변호사인원,김해,2019-2023년,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 조세법무 관련 착수금 정보를 알려주세요,창원 지역 임금체불 문제를 해결하고 싶어요,clean_prompt_0433,창원 조세법무 관련 착수금 정보를 알려주세요,,창원,,정보조회,보통,조세법무,착수금,창원,10년추세,법원행정처,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
울산 금융법무 관련 시설규모 정보를 알려주세요,임금체불 문제를 해결하고 싶어요 법무법인 동래에서,clean_prompt_0434,울산 금융법무 관련 시설규모 정보를 알려주세요,,,,정보조회,보통,금융법무,시설규모,울산,팬데믹이후,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부울경 소송및분쟁해결 관련 착수금 정보를 알려주세요,급하게 부울경에서 소송및분쟁해결 부동산 계약서 검토받고 싶어요 도움주세요,clean_prompt_0435,부울경 소송및분쟁해결 관련 착수금 정보를 알려주세요,소송및분쟁해결,부울경,,거래상담,보통,소송및분쟁해결,착수금,부울경,최근5년,대한변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
울산 소송및분쟁해결 관련 서비스품질 정보를 알려주세요,소송및분쟁해결 전문가 부동산 계약서 검토받고 싶어요,clean_prompt_0436,울산 소송및분쟁해결 관련 서비스품질 정보를 알려주세요,소송및분쟁해결,,,정보조회,보통,소송및분쟁해결,서비스품질,울산,팬데믹이후,KISDI,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부울경 기업법무 관련 지원인력 정보를 알려주세요,부울경 지역 부동산 계약서 검토받고 싶어요,clean_prompt_0437,부울경 기업법무 관련 지원인력 정보를 알려주세요,,부울경,,정보조회,보통,기업법무,지원인력,부울경,최근5년,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
울산 형사법무 관련 성공보수 정보를 알려주세요,부동산 계약서 검토받고 싶어요 법무법인 동래에서,clean_prompt_0438,울산 형사법무 관련 성공보수 정보를 알려주세요,,,,정보조회,보통,형사법무,성공보수,울산,2024년,대법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 소송및분쟁해결 관련 성공보수 정보를 알려주세요,신속하게 부산에서 소송및분쟁해결 노동법 위반 신고하고 싶어요 도움주세요,clean_prompt_0439,부산 소송및분쟁해결 관련 성공보수 정보를 알려주세요,소송및분쟁해결,부산,,거래상담,보통,소송및분쟁해결,성공보수,부산,10년추세,부산법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 소송및분쟁해결 관련 서비스품질 정보를 알려주세요,소송및분쟁해결 전문가 노동법 위반 신고하고 싶어요,clean_prompt_0440,창원 소송및분쟁해결 관련 서비스품질 정보를 알려주세요,소송및분쟁해결,,,정보조회,보통,소송및분쟁해결,서비스품질,창원,2019-2023년,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 의료헬스케어법무 관련 사건처리속도 정보를 알려주세요,부산 지역 노동법 위반 신고하고 싶어요,clean_prompt_0441,부산 의료헬스케어법무 관련 사건처리속도 정보를 알려주세요,,부산,,정보조회,보통,의료헬스케어법무,사건처리속도,부산,2024년,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산해운대 건설인프라법무 관련 총비용 정보를 알려주세요,노동법 위반 신고하고 싶어요 법무법인 동래에서,clean_prompt_0442,부산해운대 건설인프라법무 관련 총비용 정보를 알려주세요,,,,정보조회,보통,건설인프라법무,총비용,부산해운대,최근3년,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부울경 부동산법무 관련 고객만족도 정보를 알려주세요,부울경에서 부동산법무 부동산 계약서 검토받고 싶어요,clean_prompt_0443,부울경 부동산법무 관련 고객만족도 정보를 알려주세요,부동산법무,부울경,,정보조회,보통,부동산법무,고객만족도,부울경,2025년,KISDI,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산서면 부동산법무 관련 시설규모 정보를 알려주세요,부동산법무 전문가 부동산 계약서 검토받고 싶어요,clean_prompt_0444,부산서면 부동산법무 관련 시설규모 정보를 알려주세요,부동산법무,,,정보조회,보통,부동산법무,시설규모,부산서면,10년추세,부산변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
