prompt,query,sample_id,template_used,extracted_keywords_practice_area,extracted_keywords_region,extracted_keywords_metric,extracted_keywords_intent,extracted_keywords_difficulty,final_parameters_practice_area,final_parameters_metric,final_parameters_region,final_parameters_time_span,final_parameters_source_hint,final_parameters_language_ratio,final_parameters_intent,final_parameters_difficulty,brand_info_name,brand_info_description,brand_info_website,brand_info_slogan,brand_info_concept,brand_info_target,brand_info_specialties,brand_info_products,brand_info_features
리팩토링 밈 iOVU 핀 커스터마이징 주문하고 싶어요 빠르게.,리팩토링 밈 iOVU 핀 커스터마이징 주문하고 싶어요 빠르게.,iovu_optimized_0088,{tech_keyword} 밈 {product} 커스터마이징 주문하고 싶어요,리팩토링 핀,브라질,교환정책,거래,보통,리팩토링 핀,교환정책,브라질,최근 3개월,개발자 커뮤니티,KO 0.8 : EN 0.2,거래,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
개발자굿즈 밈 노트 커스터마이징 주문하고 싶어요 정확히.,개발자굿즈 밈 노트 커스터마이징 주문하고 싶어요 정확히.,iovu_optimized_0089,{tech_keyword} 밈 {product} 커스터마이징 주문하고 싶어요,개발자굿즈 노트,한국,배송비,거래,보통,개발자굿즈 노트,배송비,한국,올해,개발자 커뮤니티,KO 0.8 : EN 0.2,거래,보통,,,,,,,,,
최신 트렌드를 반영해서 코딩 개발자용 iOVU 후드티 대량 구매 가능한가요 추천해주세요,최신 트렌드를 반영해서 코딩 개발자용 iOVU 후드티 대량 구매 가능한가요 추천해주세요,iovu_optimized_0090,{tech_keyword} 개발자용 {product} 대량 구매 가능한가요,코딩 후드티,대만,평점,거래,어려움,코딩 후드티,평점,대만,최근 3개월,쇼핑몰 리뷰,KO 0.8 : EN 0.2,거래,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
전문적인 관점에서 IT 개발자용 iOVU 아이템 대량 구매 가능한가요 추천해주세요,전문적인 관점에서 IT 개발자용 iOVU 아이템 대량 구매 가능한가요 추천해주세요,iovu_optimized_0091,{tech_keyword} 개발자용 {product} 대량 구매 가능한가요,IT 아이템,일본,재고,거래,어려움,IT 아이템,재고,일본,올해,IT 뉴스,KO 0.8 : EN 0.2,거래,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
최신 트렌드를 반영해서 테크 밈 머천다이즈 커스터마이징 주문하고 싶어요 안전하게.,최신 트렌드를 반영해서 테크 밈 머천다이즈 커스터마이징 주문하고 싶어요 안전하게.,iovu_optimized_0092,{tech_keyword} 밈 {product} 커스터마이징 주문하고 싶어요,테크 머천다이즈,브라질,배송기간,거래,어려움,테크 머천다이즈,배송기간,브라질,올해,IT 뉴스,KO 0.8 : EN 0.2,거래,어려움,,,,,,,,,
비교 분석해서 데이터구조 개발자용 펜 대량 구매 가능한가요 자세히.,비교 분석해서 데이터구조 개발자용 펜 대량 구매 가능한가요 자세히.,iovu_optimized_0093,{tech_keyword} 개발자용 {product} 대량 구매 가능한가요,데이터구조 펜,한국,색상,거래,어려움,데이터구조 펜,색상,한국,최근 1년,쇼핑몰 리뷰,KO 0.8 : EN 0.2,거래,어려움,,,,,,,,,
최신 트렌드를 반영해서 iOVU IT 에코백 배송 문의합니다 정확히.,최신 트렌드를 반영해서 iOVU IT 에코백 배송 문의합니다 정확히.,iovu_optimized_0094,iOVU {tech_keyword} {product} 배송 문의합니다,IT 에코백,미국,만족도,거래,어려움,IT 에코백,만족도,미국,최근 3개월,개발자 포럼,KO 0.8 : EN 0.2,거래,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
최신 트렌드를 반영해서 iOVU 프로그래머 마우스패드 배송 문의합니다 자세히.,최신 트렌드를 반영해서 iOVU 프로그래머 마우스패드 배송 문의합니다 자세히.,iovu_optimized_0095,iOVU {tech_keyword} {product} 배송 문의합니다,프로그래머 마우스패드,독일,만족도,거래,어려움,프로그래머 마우스패드,만족도,독일,올해,개발자 커뮤니티,KO 0.8 : EN 0.2,거래,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
비교 분석해서 일본에서 개발 아이템 구매하고 싶어요 안전하게.,비교 분석해서 일본에서 개발 아이템 구매하고 싶어요 안전하게.,iovu_optimized_0096,{country}에서 {tech_keyword} {product} 구매하고 싶어요,개발 아이템,일본,배송기간,거래,어려움,개발 아이템,배송기간,일본,최근 3개월,개발자 포럼,KO 0.8 : EN 0.2,거래,어려움,,,,,,,,,
비교 분석해서 미국 개발자굿즈 파우치 가격 상담받고 싶습니다 정확히.,비교 분석해서 미국 개발자굿즈 파우치 가격 상담받고 싶습니다 정확히.,iovu_optimized_0097,{country} {tech_keyword} {product} 가격 상담받고 싶습니다,개발자굿즈 파우치,미국,디자인,거래,어려움,개발자굿즈 파우치,디자인,미국,2024년,개발자 포럼,KO 0.8 : EN 0.2,거래,어려움,,,,,,,,,
상세한 정보와 함께 데브옵스 밈 iOVU 악세서리 커스터마이징 주문하고 싶어요 정확히.,상세한 정보와 함께 데브옵스 밈 iOVU 악세서리 커스터마이징 주문하고 싶어요 정확히.,iovu_optimized_0098,{tech_keyword} 밈 {product} 커스터마이징 주문하고 싶어요,데브옵스 악세서리,캐나다,리뷰,거래,어려움,데브옵스 악세서리,리뷰,캐나다,올해,쇼핑몰 리뷰,KO 0.8 : EN 0.2,거래,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
전문적인 관점에서 스타트업 개발자용 머천다이즈 대량 구매 가능한가요 자세히.,전문적인 관점에서 스타트업 개발자용 머천다이즈 대량 구매 가능한가요 자세히.,iovu_optimized_0099,{tech_keyword} 개발자용 {product} 대량 구매 가능한가요,스타트업 머천다이즈,태국,디자인,거래,어려움,스타트업 머천다이즈,디자인,태국,2024년,IT 뉴스,KO 0.8 : EN 0.2,거래,어려움,,,,,,,,,
상세한 정보와 함께 캐나다에서 스타트업 노트 할인 혜택 있나요 안전하게.,상세한 정보와 함께 캐나다에서 스타트업 노트 할인 혜택 있나요 안전하게.,iovu_optimized_0100,{country}에서 {tech_keyword} {product} 할인 혜택 있나요,스타트업 노트,캐나다,평점,거래,어려움,스타트업 노트,평점,캐나다,최근 3개월,IT 뉴스,KO 0.8 : EN 0.2,거래,어려움,,,,,,,,,
