question,intent,difficulty,domain,lang,original_index,practice_area,region,firm_name,eval_pass,eval_score,eval_reason,eval_timestamp,eval_raw
2019-2023년 기준 창원 소송및분쟁해결 분야의 변호사인원를 알려줘요,정보조회,보통,동래,KO,519,소송및분쟁해결,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:12.847943,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2019-2023년 기준 부산 금융법무 분야의 브랜드인지도를 알려줘요,정보조회,보통,동래,KO,520,금융법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:14.088154,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
조세법무 관련 고객대응품질 통계를 2019-2023년 기간으로 정리해주세요,정보조회,보통,동래,KO,521,조세법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:15.335249,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
팬데믹이후 기준 창원 의료헬스케어법무 변호사 승소율 평균은?,거래상담,보통,동래,KO,522,의료헬스케어법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:16.613257,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
의료헬스케어법무 관련 사건처리속도 통계를 팬데믹이후 기간으로 정리해주세요,정보조회,보통,동래,KO,523,의료헬스케어법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:17.885417,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
10년추세 동안 창원 금융법무 변호사 착수금 평균은?,정보조회,보통,동래,KO,524,금융법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:19.178440,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산연제구 건설인프라법무 분야 시간당비용 현황을 최근3년 기준으로 알려줘요,정보조회,보통,동래,KO,525,건설인프라법무,부산연제구,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:20.500578,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2019-2023년 기준 울산 환경법무 분야의 시설규모를 알려줘요,정보조회,보통,동래,KO,526,환경법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:21.740506,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
환경법무 관련 성공보수 통계를 2019-2023년 기간으로 정리해주세요,정보조회,보통,동래,KO,527,환경법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:22.972892,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
울산 건설인프라법무 변호사 전문인력가 보통 얼마인가요?,정보조회,쉬움,동래,KO,528,건설인프라법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:24.220250,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
10년추세 동안 울산 지적재산권 변호사 성공보수 평균은?,정보조회,보통,동래,KO,529,지적재산권,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:25.480053,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
김해에서 의료헬스케어법무 전문 변호사의 변호사인원와 법무부통계 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,530,의료헬스케어법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:26.774829,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
최근3년 동안 창원 의료헬스케어법무 변호사 성공보수 평균은?,정보조회,보통,동래,KO,531,의료헬스케어법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:28.016572,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
김해 금융법무 분야 승소율 현황을 최근5년 기준으로 알려줘요,정보조회,보통,동래,KO,532,금융법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:29.265213,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
양산에서 소송및분쟁해결 전문 변호사의 고객만족도와 KISDI 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,533,소송및분쟁해결,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:30.500776,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 형사법무 사건의 승소율와 서비스 내용을 상담받고 싶습니다,거래상담,보통,동래,KO,534,형사법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:31.741365,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산 형사법무 분야 사건처리속도 현황을 2019-2023년 기준으로 알려줘요,정보조회,보통,동래,KO,535,형사법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:33.016105,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2025년 동안 부산 환경법무 변호사 지원인력 평균은?,정보조회,보통,동래,KO,536,환경법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:34.264921,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
최근3년 동안 부산 개인정보보호 변호사 시장점유율 평균은?,정보조회,보통,동래,KO,537,개인정보보호,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:35.515725,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
창원 건설인프라법무 분야 지원인력 현황을 2024년 기준으로 알려줘요,정보조회,보통,동래,KO,538,건설인프라법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:36.985865,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
울산 건설인프라법무 분야 브랜드인지도 현황을 최근5년 기준으로 알려줘요,정보조회,보통,동래,KO,539,건설인프라법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:38.265511,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2019-2023년 동안 창원 기업법무 변호사 시장점유율 평균은?,정보조회,보통,동래,KO,540,기업법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:39.510763,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
양산 환경법무 분야 서비스품질 현황을 2024년 기준으로 알려줘요,정보조회,보통,동래,KO,541,환경법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:40.741971,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2024년 동안 부산 환경법무 변호사 수임료 평균은?,정보조회,보통,동래,KO,542,환경법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:41.982894,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
최근5년 동안 부울경 환경법무 변호사 해결율 평균은?,정보조회,보통,동래,KO,543,환경법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:43.225797,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
형사법무 관련 서비스품질 통계를 2019-2023년 기간으로 정리해주세요,정보조회,보통,동래,KO,544,형사법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:44.466647,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
팬데믹이후 동안 경남 계약법무 변호사 고객대응품질 평균은?,정보조회,보통,동래,KO,545,계약법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:45.739557,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
계약법무 관련 사건처리속도와 절차를 부산 기준으로 설명해주세요,거래상담,보통,동래,KO,546,계약법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:46.986514,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 계약법무 사건의 지원인력와 서비스 내용을 상담받고 싶습니다,거래상담,보통,동래,KO,547,계약법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:48.234542,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
팬데믹이후 기준 부산 형사법무 변호사 해결율 평균은?,거래상담,보통,동래,KO,548,형사법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:49.486569,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
계약법무 사건의 시간당비용 기준과 김해 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,거래상담,보통,동래,KO,549,계약법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:50.717122,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2019-2023년 기준 부산 부동산법무 변호사 성공보수 평균은?,거래상담,보통,동래,KO,550,부동산법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:51.946028,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
경남 부동산법무 분야 수임료 현황을 팬데믹이후 기준으로 알려줘요,정보조회,보통,동래,KO,551,부동산법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:53.190133,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산 의료헬스케어법무 분야 지원인력 현황을 10년추세 기준으로 알려줘요,정보조회,보통,동래,KO,552,의료헬스케어법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:54.425025,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2024년 동안 부산해운대 환경법무 변호사 서비스품질 평균은?,정보조회,보통,동래,KO,553,환경법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:55.670423,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부울경 환경법무 전문 변호사 시설규모 상담받고 싶어요,거래상담,보통,동래,KO,554,환경법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:56.934586,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산해운대 환경법무 분야 변호사인원 현황을 2019-2023년 기준으로 알려줘요,정보조회,보통,동래,KO,555,환경법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:58.177200,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
최근3년 동안 부울경 기업법무 변호사 서비스품질 평균은?,정보조회,보통,동래,KO,556,기업법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:19:59.424727,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2024년 동안 부산서면 환경법무 변호사 지원인력 평균은?,정보조회,보통,동래,KO,557,환경법무,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:00.655139,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
의료헬스케어법무 사건의 승소율 기준과 부산 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,거래상담,보통,동래,KO,558,의료헬스케어법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:02.101049,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산해운대에서 의료헬스케어법무 전문 변호사의 성공보수와 KISDI 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,559,의료헬스케어법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:03.508839,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산에서 지적재산권 전문 변호사의 전문성와 부산지방법원 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,560,지적재산권,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:04.749945,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산서면 부동산법무 분야 전문인력 현황을 최근3년 기준으로 알려줘요,정보조회,보통,동래,KO,561,부동산법무,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:06.048209,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
울산 계약법무 전문 변호사 변호사인원 상담받고 싶어요,거래상담,보통,동래,KO,562,계약법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:07.302733,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2025년 기준 창원 계약법무 분야의 승소율를 알려줘요,정보조회,보통,동래,KO,563,계약법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:08.531030,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
울산에서 부동산법무 전문 변호사의 전문성와 법원행정처 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,564,부동산법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:09.759312,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
노동법무 관련 성공보수 통계를 2024년 기간으로 정리해주세요,정보조회,보통,동래,KO,565,노동법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:10.994558,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산 조세법무 분야 승소율 현황을 팬데믹이후 기준으로 알려줘요,정보조회,보통,동래,KO,566,조세법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:12.229821,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
창원에서 조세법무 전문 변호사의 전문성와 법원행정처 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,567,조세법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:13.464417,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
기업법무 관련 전문인력 통계를 2024년 기간으로 정리해주세요,정보조회,보통,동래,KO,568,기업법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:14.714901,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
팬데믹이후 동안 부산서면 환경법무 변호사 지원인력 평균은?,정보조회,보통,동래,KO,569,환경법무,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:15.950901,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
의료헬스케어법무 사건의 파트너수 기준과 창원 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,거래상담,보통,동래,KO,570,의료헬스케어법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:17.199767,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2025년 기준 경남 의료헬스케어법무 분야의 사건처리속도를 알려줘요,정보조회,보통,동래,KO,571,의료헬스케어법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:18.455434,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
창원에서 IT통신법무 전문 변호사의 총비용와 부산변협 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,572,IT통신법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:19.722376,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
