prompt,query,sample_id,template_used,extracted_keywords_practice_area,extracted_keywords_region,extracted_keywords_metric,extracted_keywords_intent,extracted_keywords_difficulty,final_parameters_practice_area,final_parameters_metric,final_parameters_region,final_parameters_time_span,final_parameters_source_hint,final_parameters_language_ratio,final_parameters_intent,final_parameters_difficulty,brand_info_name,brand_info_english_name,brand_info_website,brand_info_location,brand_info_phone,brand_info_established,brand_info_experience,brand_info_specialties,brand_info_slogan,brand_info_target_regions
팬데믹이후 기준 울산 기업법무 분야의 고객대응품질를 알려줘요,기업법무 전문가 임금체불 문제를 해결하고 싶어요,clean_prompt_0600,팬데믹이후 기준 울산 기업법무 분야의 고객대응품질를 알려줘,기업법무,,,정보조회,보통,기업법무,고객대응품질,울산,팬데믹이후,법원행정처,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
환경법무 관련 해결율 통계를 최근3년 기간으로 정리해주세요,부산해운대 지역 임금체불 문제를 해결하고 싶어요,clean_prompt_0601,환경법무 관련 해결율 통계를 최근3년 기간으로 정리해주세요,,부산,,정보조회,보통,환경법무,해결율,부산,최근3년,법원행정처,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2024년 기준 부산 IT통신법무 분야의 파트너수를 알려줘요,임금체불 문제를 해결하고 싶어요 법무법인 동래에서,clean_prompt_0602,2024년 기준 부산 IT통신법무 분야의 파트너수를 알려줘,,,,정보조회,보통,IT통신법무,파트너수,부산,2024년,대한변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2025년 동안 부산 부동산법무 변호사 승소율 평균은?,울산에서 부동산법무 부산에서 교통사고 변호사를 찾고 있어요 알려주세요,clean_prompt_0603,2025년 동안 부산 부동산법무 변호사 승소율 평균은?,부동산법무,부산,,정보조회,보통,부동산법무,승소율,부산,2025년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부동산법무 관련 시장점유율 통계를 2025년 기간으로 정리해주세요,부동산법무 전문가 부산에서 교통사고 변호사를 찾고 있어요,clean_prompt_0604,부동산법무 관련 시장점유율 통계를 2025년 기간으로 정리해주세요,부동산법무,부산,,정보조회,보통,부동산법무,시장점유율,부산,2025년,KISDI,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2024년 동안 부산 소송및분쟁해결 변호사 시장점유율 평균은?,울산 지역 부산에서 교통사고 변호사를 찾고 있어요,clean_prompt_0605,2024년 동안 부산 소송및분쟁해결 변호사 시장점유율 평균은?,,부산,,정보조회,보통,소송및분쟁해결,시장점유율,부산,2024년,부산지방법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 의료헬스케어법무 분야 변호사인원 현황을 10년추세 기준으로 알려줘요,부산에서 교통사고 변호사를 찾고 있어요 법무법인 동래에서,clean_prompt_0606,부산 의료헬스케어법무 분야 변호사인원 현황을 10년추세 기준으로 알려줘,,부산,,정보조회,보통,의료헬스케어법무,변호사인원,부산,10년추세,KISDI,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
기업법무 관련 전문인력와 절차를 창원 기준으로 설명해주세요,급하게 창원에서 기업법무 부동산 계약서 검토받고 싶어요 도움주세요,clean_prompt_0607,기업법무 관련 전문인력와 절차를 창원 기준으로 설명해주세요,기업법무,창원,,거래상담,보통,기업법무,전문인력,창원,최근3년,법률신문,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
최근5년 동안 부산해운대 기업법무 변호사 시간당비용 평균은?,기업법무 전문가 부동산 계약서 검토받고 싶어요,clean_prompt_0608,최근5년 동안 부산해운대 기업법무 변호사 시간당비용 평균은?,기업법무,,,정보조회,보통,기업법무,시간당비용,부산해운대,최근5년,법원행정처,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원에서 건설인프라법무 전문 변호사의 사건처리속도와 법률신문 정보를 종합해서 설명해주세요,창원 지역 부동산 계약서 검토받고 싶어요,clean_prompt_0609,창원에서 건설인프라법무 전문 변호사의 사건처리속도와 법률신문 정보를 종합해서 설명해주세요,,창원,,정보조회,보통,건설인프라법무,사건처리속도,창원,2025년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원에서 지적재산권 전문 변호사의 착수금와 부산변협 정보를 종합해서 설명해주세요,부동산 계약서 검토받고 싶어요 법무법인 동래에서,clean_prompt_0610,창원에서 지적재산권 전문 변호사의 착수금와 부산변협 정보를 종합해서 설명해주세요,,,,정보조회,보통,지적재산권,착수금,창원,2019-2023년,부산변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
개인정보보호 관련 승소율와 절차를 울산 기준으로 설명해주세요,울산에서 개인정보보호 노동법 위반 신고하고 싶어요 상담받고 싶어요,clean_prompt_0611,개인정보보호 관련 승소율와 절차를 울산 기준으로 설명해주세요,개인정보보호,울산,,거래상담,보통,개인정보보호,승소율,울산,최근3년,KISDI,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
개인정보보호 관련 전문인력 통계를 최근5년 기간으로 정리해주세요,개인정보보호 전문가 노동법 위반 신고하고 싶어요,clean_prompt_0612,개인정보보호 관련 전문인력 통계를 최근5년 기간으로 정리해주세요,개인정보보호,,,정보조회,보통,개인정보보호,전문인력,양산,최근5년,부산변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
팬데믹이후 동안 울산 IT통신법무 변호사 총비용 평균은?,울산 지역 노동법 위반 신고하고 싶어요,clean_prompt_0613,팬데믹이후 동안 울산 IT통신법무 변호사 총비용 평균은?,,울산,,정보조회,보통,IT통신법무,총비용,울산,팬데믹이후,부산지방법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2019-2023년 동안 부산 조세법무 변호사 시간당비용 평균은?,노동법 위반 신고하고 싶어요 법무법인 동래에서,clean_prompt_0614,2019-2023년 동안 부산 조세법무 변호사 시간당비용 평균은?,,,,정보조회,보통,조세법무,시간당비용,부산,2019-2023년,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산에서 의료헬스케어법무 전문 변호사의 고객대응품질와 부산법원 정보를 종합해서 설명해주세요,정확하게 부산해운대에서 의료헬스케어법무 이혼 절차와 비용이 궁금합니다,clean_prompt_0615,부산에서 의료헬스케어법무 전문 변호사의 고객대응품질와 부산법원 정보를 종합해서 설명해주세요,의료헬스케어법무,부산,,정보조회,보통,의료헬스케어법무,고객대응품질,부산,2024년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
최근5년 기준 양산 의료헬스케어법무 분야의 브랜드인지도를 알려줘요,의료헬스케어법무 전문가 이혼 절차와 비용이 궁금합니다,clean_prompt_0616,최근5년 기준 양산 의료헬스케어법무 분야의 브랜드인지도를 알려줘,의료헬스케어법무,,,정보조회,보통,의료헬스케어법무,브랜드인지도,양산,최근5년,대한변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2024년 기준 부산 형사법무 분야의 시장점유율를 알려줘요,부산해운대 지역 이혼 절차와 비용이 궁금합니다,clean_prompt_0617,2024년 기준 부산 형사법무 분야의 시장점유율를 알려줘,,부산,,정보조회,보통,형사법무,시장점유율,부산,2024년,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
김해에서 부동산법무 전문 변호사의 해결율와 부산지법 정보를 종합해서 설명해주세요,이혼 절차와 비용이 궁금합니다 법무법인 동래에서,clean_prompt_0618,김해에서 부동산법무 전문 변호사의 해결율와 부산지법 정보를 종합해서 설명해주세요,,,,정보조회,보통,부동산법무,해결율,김해,10년추세,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부동산법무 사건의 지원인력 기준과 부울경 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,부울경에서 부동산법무 특허 출원 절차가 궁금해요 문의드려요,clean_prompt_0619,부동산법무 사건의 지원인력 기준과 부울경 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,부동산법무,부울경,,거래상담,보통,부동산법무,지원인력,부울경,최근5년,법무부통계,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2024년 동안 부산연제구 부동산법무 변호사 지원인력 평균은?,부동산법무 전문가 특허 출원 절차가 궁금해요,clean_prompt_0620,2024년 동안 부산연제구 부동산법무 변호사 지원인력 평균은?,부동산법무,,,정보조회,보통,부동산법무,지원인력,부산연제구,2024년,대법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부울경에서 계약법무 전문 변호사의 전문성와 부산법원 정보를 종합해서 설명해주세요,부울경 지역 특허 출원 절차가 궁금해요,clean_prompt_0621,부울경에서 계약법무 전문 변호사의 전문성와 부산법원 정보를 종합해서 설명해주세요,,부울경,,정보조회,보통,계약법무,전문성,부울경,2025년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산서면에서 건설인프라법무 전문 변호사의 전문인력와 대한변협 정보를 종합해서 설명해주세요,특허 출원 절차가 궁금해요 법무법인 동래에서,clean_prompt_0622,부산서면에서 건설인프라법무 전문 변호사의 전문인력와 대한변협 정보를 종합해서 설명해주세요,,,,정보조회,보통,건설인프라법무,전문인력,부산서면,2019-2023년,대한변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 환경법무 사건의 서비스품질와 서비스 내용을 상담받고 싶습니다,전문적으로 부산연제구에서 환경법무 상속 관련 상담이 필요해요 문의드려요,clean_prompt_0623,법무법인 동래에서 환경법무 사건의 서비스품질와 서비스 내용을 상담받고 싶습니다,환경법무,부산,,거래상담,보통,환경법무,서비스품질,부산,2019-2023년,대법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산해운대 환경법무 전문 변호사 수임료 상담받고 싶어요,환경법무 전문가 상속 관련 상담이 필요해요,clean_prompt_0624,부산해운대 환경법무 전문 변호사 수임료 상담받고 싶어요,환경법무,,,거래상담,보통,환경법무,수임료,부산해운대,2019-2023년,부산지법,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부동산법무 사건의 법적정확성 기준과 부산 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,부산연제구 지역 상속 관련 상담이 필요해요,clean_prompt_0625,부동산법무 사건의 법적정확성 기준과 부산 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,,부산,,거래상담,보통,부동산법무,법적정확성,부산,2019-2023년,법무부통계,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
IT통신법무 사건의 성공보수 기준과 부산해운대 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,상속 관련 상담이 필요해요 법무법인 동래에서,clean_prompt_0626,IT통신법무 사건의 성공보수 기준과 부산해운대 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,,,,거래상담,보통,IT통신법무,성공보수,부산해운대,2024년,부산지방법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 계약법무 분야 변호사인원 현황을 2019-2023년 기준으로 알려줘요,전문적으로 부산연제구에서 계약법무 계약 분쟁이 발생했어요,clean_prompt_0627,부산 계약법무 분야 변호사인원 현황을 2019-2023년 기준으로 알려줘,계약법무,부산,,정보조회,보통,계약법무,변호사인원,부산,2019-2023년,법원행정처,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
울산 계약법무 분야 지원인력 현황을 10년추세 기준으로 알려줘요,계약법무 전문가 계약 분쟁이 발생했어요,clean_prompt_0628,울산 계약법무 분야 지원인력 현황을 10년추세 기준으로 알려줘,계약법무,,,정보조회,보통,계약법무,지원인력,울산,10년추세,대법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산에서 계약법무 전문 변호사의 승소율와 부산변협 정보를 종합해서 설명해주세요,부산연제구 지역 계약 분쟁이 발생했어요,clean_prompt_0629,부산에서 계약법무 전문 변호사의 승소율와 부산변협 정보를 종합해서 설명해주세요,,부산,,정보조회,보통,계약법무,승소율,부산,최근3년,부산변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산서면에서 소송및분쟁해결 전문 변호사의 지원인력와 부산법원 정보를 종합해서 설명해주세요,계약 분쟁이 발생했어요 법무법인 동래에서,clean_prompt_0630,부산서면에서 소송및분쟁해결 전문 변호사의 지원인력와 부산법원 정보를 종합해서 설명해주세요,,,,정보조회,보통,소송및분쟁해결,지원인력,부산서면,2025년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 계약법무 사건의 수임료와 서비스 내용을 상담받고 싶습니다,전문적으로 울산에서 계약법무 이혼 절차와 비용이 궁금합니다 상담받고 싶어요,clean_prompt_0631,법무법인 동래에서 계약법무 사건의 수임료와 서비스 내용을 상담받고 싶습니다,계약법무,울산,,거래상담,보통,계약법무,수임료,울산,10년추세,부산법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원에서 계약법무 전문 변호사의 해결율와 대한변협 정보를 종합해서 설명해주세요,계약법무 전문가 이혼 절차와 비용이 궁금합니다,clean_prompt_0632,창원에서 계약법무 전문 변호사의 해결율와 대한변협 정보를 종합해서 설명해주세요,계약법무,,,정보조회,보통,계약법무,해결율,창원,2025년,대한변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2024년 기준 울산 개인정보보호 분야의 변호사인원를 알려줘요,울산 지역 이혼 절차와 비용이 궁금합니다,clean_prompt_0633,2024년 기준 울산 개인정보보호 분야의 변호사인원를 알려줘,,울산,,정보조회,보통,개인정보보호,변호사인원,울산,2024년,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
양산 부동산법무 분야 착수금 현황을 2025년 기준으로 알려줘요,이혼 절차와 비용이 궁금합니다 법무법인 동래에서,clean_prompt_0634,양산 부동산법무 분야 착수금 현황을 2025년 기준으로 알려줘,,,,정보조회,보통,부동산법무,착수금,양산,2025년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
양산 개인정보보호 전문 변호사 착수금 상담받고 싶어요,양산에서 개인정보보호 회사 설립 관련 법무 서비스가 필요해요 문의드려요,clean_prompt_0635,양산 개인정보보호 전문 변호사 착수금 상담받고 싶어요,개인정보보호,양산,,거래상담,보통,개인정보보호,착수금,양산,2024년,대한변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
개인정보보호 관련 파트너수 통계를 2025년 기간으로 정리해주세요,개인정보보호 전문가 회사 설립 관련 법무 서비스가 필요해요,clean_prompt_0636,개인정보보호 관련 파트너수 통계를 2025년 기간으로 정리해주세요,개인정보보호,,,정보조회,보통,개인정보보호,파트너수,경남,2025년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
10년추세 동안 양산 기업법무 변호사 승소율 평균은?,양산 지역 회사 설립 관련 법무 서비스가 필요해요,clean_prompt_0637,10년추세 동안 양산 기업법무 변호사 승소율 평균은?,,양산,,정보조회,보통,기업법무,승소율,양산,10년추세,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
계약법무 관련 해결율 통계를 최근3년 기간으로 정리해주세요,회사 설립 관련 법무 서비스가 필요해요 법무법인 동래에서,clean_prompt_0638,계약법무 관련 해결율 통계를 최근3년 기간으로 정리해주세요,,,,정보조회,보통,계약법무,해결율,부울경,최근3년,대법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
환경법무 관련 전문인력 통계를 팬데믹이후 기간으로 정리해주세요,전문적으로 양산에서 환경법무 노동법 위반 신고하고 싶어요,clean_prompt_0639,환경법무 관련 전문인력 통계를 팬데믹이후 기간으로 정리해주세요,환경법무,양산,,정보조회,보통,환경법무,전문인력,양산,팬데믹이후,법원행정처,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산해운대 환경법무 분야 승소율 현황을 2019-2023년 기준으로 알려줘요,환경법무 전문가 노동법 위반 신고하고 싶어요,clean_prompt_0640,부산해운대 환경법무 분야 승소율 현황을 2019-2023년 기준으로 알려줘,환경법무,,,정보조회,보통,환경법무,승소율,부산해운대,2019-2023년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
