prompt,extracted_keywords_practice_area,extracted_keywords_region,extracted_keywords_metric,extracted_keywords_intent,extracted_keywords_difficulty,final_parameters_practice_area,final_parameters_metric,final_parameters_region,final_parameters_time_span,final_parameters_source_hint,final_parameters_language_ratio,final_parameters_intent,final_parameters_difficulty,template_used,brand_info_name,brand_info_english_name,brand_info_website,brand_info_location,brand_info_phone,brand_info_established,brand_info_experience,brand_info_specialties,brand_info_slogan,brand_info_target_regions,sample_id,query
(창원)에서 (지적재산권) 전문 변호사의 (법적정확성)와 (법무부통계) 정보를 종합해서 설명해주세요.,지적재산권,창원,,정보조회,보통,지적재산권,법적정확성,창원,최근5년,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,(창원)에서 (지적재산권) 전문 변호사의 (법적정확성)와 (법무부통계) 정보를 종합해서 설명해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0603,급하게 창원에서 지적재산권 특허 출원 절차가 궁금해요
(10년추세) 기준 (양산) (지적재산권) 분야의 (전문성)를 알려줘.,지적재산권,,,정보조회,보통,지적재산권,전문성,양산,10년추세,법률신문,KO 0.9 : EN 0.1,정보조회,보통,(10년추세) 기준 (양산) (지적재산권) 분야의 (전문성)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0604,지적재산권 전문가 특허 출원 절차가 궁금해요
(10년추세) 기준 (창원) (기업법무) 분야의 (성공보수)를 알려줘.,,창원,,정보조회,보통,기업법무,성공보수,창원,10년추세,법률신문,KO 0.9 : EN 0.1,정보조회,보통,(10년추세) 기준 (창원) (기업법무) 분야의 (성공보수)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0605,창원 지역 특허 출원 절차가 궁금해요
(10년추세) 기준 (부울경) (형사법무) 분야의 (파트너수)를 알려줘.,,,,정보조회,보통,형사법무,파트너수,부울경,10년추세,부산법원,KO 0.9 : EN 0.1,정보조회,보통,(10년추세) 기준 (부울경) (형사법무) 분야의 (파트너수)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0606,특허 출원 절차가 궁금해요 법무법인 동래에서
(기업법무) 사건의 (승소율) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,기업법무,부산,,거래상담,보통,기업법무,승소율,부산,2025년,부산변협,KO 0.9 : EN 0.1,거래상담,보통,(기업법무) 사건의 (승소율) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0607,신속하게 부산연제구에서 기업법무 상속 관련 상담이 필요해요 문의드려요
법무법인 동래에서 (기업법무) 사건의 (성공보수)와 서비스 내용을 상담받고 싶습니다.,기업법무,,,거래상담,보통,기업법무,성공보수,양산,2025년,법무부통계,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래에서 (기업법무) 사건의 (성공보수)와 서비스 내용을 상담받고 싶습니다.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0608,기업법무 전문가 상속 관련 상담이 필요해요
(기업법무) 사건의 (고객대응품질) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,,부산,,거래상담,보통,기업법무,고객대응품질,부산,최근3년,법원행정처,KO 0.9 : EN 0.1,거래상담,보통,(기업법무) 사건의 (고객대응품질) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0609,부산연제구 지역 상속 관련 상담이 필요해요
(노동법무) 사건의 (법적정확성) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,,,,거래상담,보통,노동법무,법적정확성,부산,최근5년,법무부통계,KO 0.9 : EN 0.1,거래상담,보통,(노동법무) 사건의 (법적정확성) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0610,상속 관련 상담이 필요해요 법무법인 동래에서
(팬데믹이후) 기준 (창원) (기업법무) 분야의 (해결율)를 알려줘.,기업법무,창원,,정보조회,보통,기업법무,해결율,창원,팬데믹이후,대법원,KO 0.9 : EN 0.1,정보조회,보통,(팬데믹이후) 기준 (창원) (기업법무) 분야의 (해결율)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0611,창원에서 기업법무 부동산 계약서 검토받고 싶어요 알려주세요
(부울경)에서 (기업법무) 전문 변호사의 (총비용)와 (부산법원) 정보를 종합해서 설명해주세요.,기업법무,,,정보조회,보통,기업법무,총비용,부울경,2019-2023년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,(부울경)에서 (기업법무) 전문 변호사의 (총비용)와 (부산법원) 정보를 종합해서 설명해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0612,기업법무 전문가 부동산 계약서 검토받고 싶어요
(2024년) 기준 (창원) (금융법무) 분야의 (고객만족도)를 알려줘.,,창원,,정보조회,보통,금융법무,고객만족도,창원,2024년,대법원,KO 0.9 : EN 0.1,정보조회,보통,(2024년) 기준 (창원) (금융법무) 분야의 (고객만족도)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0613,창원 지역 부동산 계약서 검토받고 싶어요
(조세법무) 관련 (법적정확성) 통계를 (최근5년) 기간으로 정리해주세요.,,,,정보조회,보통,조세법무,법적정확성,울산,최근5년,KISDI,KO 0.9 : EN 0.1,정보조회,보통,(조세법무) 관련 (법적정확성) 통계를 (최근5년) 기간으로 정리해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0614,부동산 계약서 검토받고 싶어요 법무법인 동래에서
법무법인 동래에서 (기업법무) 사건의 (시장점유율)와 서비스 내용을 상담받고 싶습니다.,기업법무,양산,,거래상담,보통,기업법무,시장점유율,양산,최근5년,법률신문,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래에서 (기업법무) 사건의 (시장점유율)와 서비스 내용을 상담받고 싶습니다.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0615,정확하게 양산에서 기업법무 계약 분쟁이 발생했어요 도움주세요
(최근3년) 기준 (김해) (기업법무) 분야의 (승소율)를 알려줘.,기업법무,,,정보조회,보통,기업법무,승소율,김해,최근3년,부산지법,KO 0.9 : EN 0.1,정보조회,보통,(최근3년) 기준 (김해) (기업법무) 분야의 (승소율)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0616,기업법무 전문가 계약 분쟁이 발생했어요
(양산) (지적재산권) 변호사 (수임료)가 보통 얼마인가요?,,양산,,정보조회,쉬움,지적재산권,수임료,양산,최근3년,대한변협,KO 0.9 : EN 0.1,정보조회,쉬움,(양산) (지적재산권) 변호사 (수임료)가 보통 얼마인가요?,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0617,양산 지역 계약 분쟁이 발생했어요
(최근5년) 기준 (부울경) (부동산법무) 분야의 (수임료)를 알려줘.,,,,정보조회,보통,부동산법무,수임료,부울경,최근5년,KISDI,KO 0.9 : EN 0.1,정보조회,보통,(최근5년) 기준 (부울경) (부동산법무) 분야의 (수임료)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0618,계약 분쟁이 발생했어요 법무법인 동래에서
(부산)에서 (노동법무) 전문 변호사의 (성공보수)와 (부산변협) 정보를 종합해서 설명해주세요.,노동법무,부산,,정보조회,보통,노동법무,성공보수,부산,최근5년,부산변협,KO 0.9 : EN 0.1,정보조회,보통,(부산)에서 (노동법무) 전문 변호사의 (성공보수)와 (부산변협) 정보를 종합해서 설명해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0619,급하게 부산해운대에서 노동법무 부동산 계약서 검토받고 싶어요
(2024년) 기준 (부산연제구) (노동법무) 분야의 (고객만족도)를 알려줘.,노동법무,,,정보조회,보통,노동법무,고객만족도,부산연제구,2024년,KISDI,KO 0.9 : EN 0.1,정보조회,보통,(2024년) 기준 (부산연제구) (노동법무) 분야의 (고객만족도)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0620,노동법무 전문가 부동산 계약서 검토받고 싶어요
(환경법무) 관련 (지원인력) 통계를 (10년추세) 기간으로 정리해주세요.,,부산,,정보조회,보통,환경법무,지원인력,부산,10년추세,법률신문,KO 0.9 : EN 0.1,정보조회,보통,(환경법무) 관련 (지원인력) 통계를 (10년추세) 기간으로 정리해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0621,부산해운대 지역 부동산 계약서 검토받고 싶어요
(부산서면)에서 (개인정보보호) 전문 변호사의 (고객대응품질)와 (부산지방법원) 정보를 종합해서 설명해주세요.,,,,정보조회,보통,개인정보보호,고객대응품질,부산서면,팬데믹이후,부산지방법원,KO 0.9 : EN 0.1,정보조회,보통,(부산서면)에서 (개인정보보호) 전문 변호사의 (고객대응품질)와 (부산지방법원) 정보를 종합해서 설명해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0622,부동산 계약서 검토받고 싶어요 법무법인 동래에서
법무법인 동래에서 (IT통신법무) 사건의 (법적정확성)와 서비스 내용을 상담받고 싶습니다.,IT통신법무,부산,,거래상담,보통,IT통신법무,법적정확성,부산,10년추세,법률신문,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래에서 (IT통신법무) 사건의 (법적정확성)와 서비스 내용을 상담받고 싶습니다.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0623,급하게 부산에서 IT통신법무 특허 출원 절차가 궁금해요 문의드려요
(10년추세) 기준 (부산서면) (IT통신법무) 분야의 (고객만족도)를 알려줘.,IT통신법무,,,정보조회,보통,IT통신법무,고객만족도,부산서면,10년추세,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,(10년추세) 기준 (부산서면) (IT통신법무) 분야의 (고객만족도)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0624,IT통신법무 전문가 특허 출원 절차가 궁금해요
(최근5년) 기준 (부산) (건설인프라법무) 분야의 (수임료)를 알려줘.,,부산,,정보조회,보통,건설인프라법무,수임료,부산,최근5년,법원행정처,KO 0.9 : EN 0.1,정보조회,보통,(최근5년) 기준 (부산) (건설인프라법무) 분야의 (수임료)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0625,부산 지역 특허 출원 절차가 궁금해요
(2025년) 기준 (경남) (조세법무) 분야의 (고객만족도)를 알려줘.,,,,정보조회,보통,조세법무,고객만족도,경남,2025년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,(2025년) 기준 (경남) (조세법무) 분야의 (고객만족도)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0626,특허 출원 절차가 궁금해요 법무법인 동래에서
(금융법무) 사건의 (서비스품질) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,금융법무,부산,,거래상담,보통,금융법무,서비스품질,부산,10년추세,KISDI,KO 0.9 : EN 0.1,거래상담,보통,(금융법무) 사건의 (서비스품질) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0627,급하게 부산연제구에서 금융법무 회사 설립 관련 법무 서비스가 필요해요 상담받고 싶어요
(부산서면)에서 (금융법무) 전문 변호사의 (성공보수)와 (법원행정처) 정보를 종합해서 설명해주세요.,금융법무,,,정보조회,보통,금융법무,성공보수,부산서면,2025년,법원행정처,KO 0.9 : EN 0.1,정보조회,보통,(부산서면)에서 (금융법무) 전문 변호사의 (성공보수)와 (법원행정처) 정보를 종합해서 설명해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0628,금융법무 전문가 회사 설립 관련 법무 서비스가 필요해요
(2024년) 기준 (부산) (부동산법무) 분야의 (수임료)를 알려줘.,,부산,,정보조회,보통,부동산법무,수임료,부산,2024년,대법원,KO 0.9 : EN 0.1,정보조회,보통,(2024년) 기준 (부산) (부동산법무) 분야의 (수임료)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0629,부산연제구 지역 회사 설립 관련 법무 서비스가 필요해요
(2025년) 기준 (울산) (환경법무) 분야의 (고객만족도)를 알려줘.,,,,정보조회,보통,환경법무,고객만족도,울산,2025년,부산지방법원,KO 0.9 : EN 0.1,정보조회,보통,(2025년) 기준 (울산) (환경법무) 분야의 (고객만족도)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0630,회사 설립 관련 법무 서비스가 필요해요 법무법인 동래에서
(최근3년) 기준 (부산) (환경법무) 분야의 (전문성)를 알려줘.,환경법무,부산,,정보조회,보통,환경법무,전문성,부산,최근3년,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,(최근3년) 기준 (부산) (환경법무) 분야의 (전문성)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0631,신속하게 부산서면에서 환경법무 이혼 절차와 비용이 궁금합니다
(2025년) 기준 (부산해운대) (환경법무) 분야의 (지원인력)를 알려줘.,환경법무,,,정보조회,보통,환경법무,지원인력,부산해운대,2025년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,(2025년) 기준 (부산해운대) (환경법무) 분야의 (지원인력)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0632,환경법무 전문가 이혼 절차와 비용이 궁금합니다
(2024년) 기준 (부산) (금융법무) 분야의 (전문인력)를 알려줘.,,부산,,정보조회,보통,금융법무,전문인력,부산,2024년,KISDI,KO 0.9 : EN 0.1,정보조회,보통,(2024년) 기준 (부산) (금융법무) 분야의 (전문인력)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0633,부산서면 지역 이혼 절차와 비용이 궁금합니다
(의료헬스케어법무) 관련 (서비스품질) 통계를 (2025년) 기간으로 정리해주세요.,,,,정보조회,보통,의료헬스케어법무,서비스품질,부산서면,2025년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,(의료헬스케어법무) 관련 (서비스품질) 통계를 (2025년) 기간으로 정리해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0634,이혼 절차와 비용이 궁금합니다 법무법인 동래에서
(계약법무) 사건의 (법적정확성) 기준과 (창원) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,계약법무,창원,,거래상담,보통,계약법무,법적정확성,창원,최근3년,대법원,KO 0.9 : EN 0.1,거래상담,보통,(계약법무) 사건의 (법적정확성) 기준과 (창원) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0635,신속하게 창원에서 계약법무 특허 출원 절차가 궁금해요 문의드려요
(계약법무) 관련 (전문인력) 통계를 (2024년) 기간으로 정리해주세요.,계약법무,,,정보조회,보통,계약법무,전문인력,부울경,2024년,대법원,KO 0.9 : EN 0.1,정보조회,보통,(계약법무) 관련 (전문인력) 통계를 (2024년) 기간으로 정리해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0636,계약법무 전문가 특허 출원 절차가 궁금해요
(건설인프라법무) 관련 (고객대응품질) 통계를 (10년추세) 기간으로 정리해주세요.,,창원,,정보조회,보통,건설인프라법무,고객대응품질,창원,10년추세,부산지법,KO 0.9 : EN 0.1,정보조회,보통,(건설인프라법무) 관련 (고객대응품질) 통계를 (10년추세) 기간으로 정리해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0637,창원 지역 특허 출원 절차가 궁금해요
(부산서면)에서 (개인정보보호) 전문 변호사의 (해결율)와 (법무부통계) 정보를 종합해서 설명해주세요.,,,,정보조회,보통,개인정보보호,해결율,부산서면,2025년,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,(부산서면)에서 (개인정보보호) 전문 변호사의 (해결율)와 (법무부통계) 정보를 종합해서 설명해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0638,특허 출원 절차가 궁금해요 법무법인 동래에서
(경남)에서 (의료헬스케어법무) 전문 변호사의 (전문인력)와 (법률신문) 정보를 종합해서 설명해주세요.,의료헬스케어법무,경남,,정보조회,보통,의료헬스케어법무,전문인력,경남,2024년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,(경남)에서 (의료헬스케어법무) 전문 변호사의 (전문인력)와 (법률신문) 정보를 종합해서 설명해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0639,급하게 경남에서 의료헬스케어법무 노동법 위반 신고하고 싶어요 알려주세요
(김해)에서 (의료헬스케어법무) 전문 변호사의 (성공보수)와 (법무부통계) 정보를 종합해서 설명해주세요.,의료헬스케어법무,,,정보조회,보통,의료헬스케어법무,성공보수,김해,최근5년,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,(김해)에서 (의료헬스케어법무) 전문 변호사의 (성공보수)와 (법무부통계) 정보를 종합해서 설명해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0640,의료헬스케어법무 전문가 노동법 위반 신고하고 싶어요
(지적재산권) 관련 (총비용) 통계를 (최근5년) 기간으로 정리해주세요.,,경남,,정보조회,보통,지적재산권,총비용,경남,최근5년,대한변협,KO 0.9 : EN 0.1,정보조회,보통,(지적재산권) 관련 (총비용) 통계를 (최근5년) 기간으로 정리해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0641,경남 지역 노동법 위반 신고하고 싶어요
